3028.415363,2518.595558,2339.675497,2568.35508,1258.835925,245.2627779,448.1021281,418.1452468,1157.630417,707.7293371,838.5576897,1510.031732,5753.736945,2030.739511,1376.243395,1409.41847,1025.939049,514.0665592,744.5989524
4937.642761,4870.102906,5097.44273,4575.166509,1748.381832,536.2871131,689.6771701,882.2989523,1975.377677,1348.176369,1390.168842,2648.075056,13859.06604,5898.090169,2943.656912,3141.065519,5128.913032,998.4118476,1244.284636
4637.238078,4260.572296,4225.519677,3835.519749,2522.031579,664.4730224,565.0798248,2812.559499,5137.355486,3527.181706,6381.763261,3925.915297,5948.561415,4364.835733,6069.312986,6957.836931,5085.870015,3635.305107,4596.969633
14847.83198,13057.32343,14133.4133,14647.16279,17014.35163,2666.060522,3930.180101,9989.209722,14120.35276,9166.121229,13800.33291,12770.85251,29172.53354,15062.71008,14339.42574,14968.58168,11011.82187,10445.28056,12543.05799
10485.70193,9035.060519,9316.586318,9584.298134,9496.109233,3174.131279,5420.071436,6678.636307,7866.8983,5078.493597,7556.519966,7001.818593,22032.84288,10470.57892,7511.275263,8406.67903,6380.440424,6104.037198,6244.308144
15922.19724,13141.18026,12037.70844,13704.12628,8381.91395,1566.979678,1463.07801,2779.468949,8212.073527,4299.964699,7246.36281,10411.04598,2295.290915,10078.37114,7778.124029,8726.267428,5248.288882,3418.243451,5227.051191
6461.33257,6062.516767,8155.639753,6431.243251,9413.668387,3045.695919,3556.166573,18173.22349,11362.87105,8967.155353,11763.57275,9070.789493,3012.912676,8229.853057,10671.61644,9950.236207,9816.341408,17225.70942,12752.93979
713.0396592,590.5902561,474.3706569,537.9351604,208.4092385,70.72980602,67.15102454,72.59870386,182.6324725,88.93858649,123.0190117,251.8754255,2397.690564,393.8910575,258.5910365,243.2795142,142.2617487,85.70248996,143.5731981
14994.39843,13172.99174,6806.336102,9772.806552,5711.998612,781.2997442,594.9930747,756.0691235,3740.453545,1836.073969,2100.550976,4930.009923,3260.698204,7944.068158,5426.792868,5543.868305,2110.361166,1033.920413,1780.504465
2219.403312,1922.345932,1294.915664,1547.446152,552.5532509,192.2039382,166.4964547,123.4694102,548.3471834,237.0967931,292.6520249,692.9129518,408.3758995,1194.201252,602.389797,795.5404582,508.0568485,161.0549665,299.583019
3406.939331,3292.176665,2585.170274,2892.078346,2185.442439,646.0663849,758.718644,608.7996304,1426.275237,1133.39633,1031.76644,1845.877087,3521.465294,1938.056567,1182.828103,1131.663421,938.1199778,605.0742206,774.288945
16452.23602,14168.75652,15855.81632,13113.18423,14878.56787,2036.309946,2836.221051,5378.690175,11119.31659,7361.927704,8933.795653,9908.526022,34799.65832,13595.82743,10638.81119,10557.02111,7760.308285,5716.20164,7277.781211
16692.59771,15292.4605,14402.24627,15133.65349,12609.66659,1874.417968,2772.215378,4587.672822,10444.57717,6102.776954,7789.485547,9919.841871,31959.0822,13646.36125,10558.79478,11606.24409,9353.993123,5233.582293,6865.839423
1869.678681,1565.197043,1630.19246,1684.926111,1533.861361,202.0311987,261.7839043,337.8819873,801.8368848,455.9708177,502.8775521,962.9487017,2543.83219,1280.991322,1026.778939,888.9731821,573.3745483,432.7801543,454.3355751
5478.064867,4779.752398,4750.623154,4775.184183,2793.871033,720.0855404,806.7311231,1068.585427,2685.874688,1742.044098,1661.223642,2476.075413,7482.08394,2742.864306,2046.85386,1832.69837,1323.111499,1135.347712,1490.976481
12168.87883,10696.25319,11475.17219,10544.28435,12011.73585,1754.484296,2441.947753,5711.293707,12043.16789,8099.706315,11076.93325,11372.30556,18751.01073,13161.46868,12246.3401,12690.87363,12124.258,7038.784659,9096.702268
7261.696763,7567.634948,10136.46718,6581.069696,11543.76849,5069.925012,4463.217898,10927.41321,9568.431342,6414.31981,6407.828008,6848.892399,6902.462796,8800.532855,5986.39571,6906.918968,7723.165613,9956.763024,8061.970342
7653.19791,6697.041728,6917.079473,6698.274602,4476.122084,480.3639005,524.7678754,2223.055104,4463.789585,3884.284539,4572.103573,5219.547925,8049.364191,6194.061971,4088.424414,4243.15038,3410.138672,2472.111864,3049.595888
17773.34355,16958.98156,21051.13018,16276.10198,17971.57984,2233.075367,2600.193267,9597.191635,17961.73538,12384.22607,16359.09957,12945.81798,10987.22822,16595.30377,16299.04595,17876.47062,16052.65862,13329.84189,16448.27372
10564.01673,9189.115109,9657.202248,9353.536968,11368.22925,1174.791258,1779.418063,4048.480247,8390.004248,4794.439343,6295.671897,6706.097717,23447.47085,9120.901804,6856.833909,7189.589872,5837.897672,4815.373584,6394.316983
4396.139711,3992.611762,4046.987854,4305.154438,1517.409128,545.4455792,556.5712943,1436.139924,2027.601916,1481.765655,1413.055847,2021.56461,11633.67416,5115.005466,2157.26295,2693.70485,6261.971381,1319.445058,1554.543483
58506.10935,53588.95104,55134.478,52168.38656,56177.49287,6164.500308,12994.61654,28072.85914,43265.39195,29964.43701,37603.31865,39021.73513,103700.7067,52645.42416,44078.76978,45964.72895,39412.17861,31090.01689,41656.227
1843.723679,1602.568553,1639.984314,1730.321229,771.0976787,181.8718818,187.3424606,342.8551747,800.2704376,655.357864,761.0621297,1282.915338,3931.104675,1652.716604,1290.238551,1058.277568,735.9994793,349.2700488,403.7950833
4268.893952,3891.153264,4055.0346,3762.287648,3639.539785,487.2020558,627.5753977,1867.854976,3058.409664,2337.590186,2827.554709,2996.589737,6838.72013,3851.421614,3404.154233,3237.455522,2510.493502,1940.272947,2042.730773
2343.566413,2332.428383,1897.821424,2218.893837,1149.990974,366.8002276,414.9463029,198.4971684,508.965267,694.9318307,762.996703,1835.681675,2884.183208,1648.155122,1444.568232,958.3952198,800.5682594,260.4078441,270.4112337
2262.110823,1924.686604,1946.055926,2065.484529,1504.251061,329.8878927,464.7218381,647.2027896,1406.29837,836.8176225,1314.727502,1754.380669,6808.106183,1985.238632,1711.000496,1681.617124,1083.262603,782.5945269,946.5531391
10440.33158,9056.57291,9942.061902,9086.716155,12029.24934,2167.100037,3202.580556,7087.277222,11360.07434,7354.675683,9851.740193,10061.81783,14616.83872,10886.51932,11419.91642,11070.76612,10596.67106,8260.910778,9250.865589
6787.985035,5946.55261,7456.147887,5727.553045,4262.462315,453.5391265,442.7409418,1104.868817,3210.487213,2137.484486,2274.656333,3341.82064,1117.714917,4975.931186,2952.36595,3099.370312,2939.893184,1567.699254,1666.131914
740.6834971,625.0791932,664.2874312,615.0222105,538.417421,493.4760325,458.2046656,735.7007344,674.3081802,524.3587593,573.7113154,13970.06747,9432.040853,724.3060755,679.6420434,564.9255291,470.4224607,688.4223856,676.519831
18107.79857,15861.56398,19444.04773,14698.27587,17489.29503,1582.529629,2026.711777,4621.254345,10258.6678,9048.705365,8992.204122,10476.62357,7911.372097,17539.34713,11212.01835,11908.80673,9862.870102,5276.572742,5965.039865
1252.856742,1076.799941,1045.667997,980.7794916,441.9797487,209.2247582,185.6116443,299.1851422,859.6695725,276.2843164,811.1668414,749.8201667,2177.322983,1143.67524,1026.688153,1236.053661,1140.668083,369.1803986,535.5524765
3338.376229,2463.400827,3191.610903,2980.362634,3089.00579,361.7247762,466.6480342,1199.924819,2203.640876,1376.993637,1702.453035,2171.340661,4727.544693,2750.413211,2207.326512,2126.796313,1817.524967,1254.088374,1612.40964
17198.74209,15371.73259,18858.03353,15476.88954,21771.79453,4931.598744,7414.135283,13374.66055,15828.74521,13389.6858,15873.09205,15051.4819,23916.34382,16038.89519,13600.67781,12737.06406,12338.02092,13645.47509,14865.77771
2311.626915,2253.781134,1760.851003,1879.979985,1181.00776,464.7589049,561.6292144,6357.394193,5590.78811,8159.267327,7785.308544,6691.335049,4760.258112,4082.600907,8361.069699,7172.364295,5392.313886,6834.293875,6050.659339
8123.541187,6463.247744,7747.484829,6229.507715,3011.194113,523.6612195,465.0100381,1036.390462,4776.08486,2482.173892,3645.49543,4022.523818,1045.242488,5883.917123,3467.089719,3476.938241,3672.416743,1582.610625,2808.452952
4515.011519,4115.374901,4655.37523,3866.427636,3658.373834,1001.594111,2321.726416,785.4662886,2217.368888,1237.546754,1340.334251,1726.925802,1115.152079,2819.058504,1399.502429,1511.124433,1204.649013,1057.854902,1285.507469
17936.96979,16344.94466,18789.85631,16123.98603,23996.25764,3554.214558,6322.989701,10199.63175,13997.44702,11169.69356,12485.72545,13198.86324,23490.26711,17805.84383,11792.9304,10490.35348,12201.81025,9631.130669,10123.23873
14058.32496,10010.97694,13460.43765,9786.622706,8340.638006,2946.787352,2150.976691,2946.474081,6956.753768,4822.982828,3828.782221,6108.100309,5672.901339,9387.741943,5103.451161,5476.0171,4649.826806,4315.18153,4768.172706
10172.41289,8388.154616,10541.90951,8896.577032,6294.198401,1161.229636,1829.654357,1315.99571,4025.966582,2765.769582,3426.282323,4885.745277,11645.09537,7498.096949,4959.99847,5197.431496,4492.959186,1514.625829,2207.468863
1526.06337,1323.578413,1440.380747,1510.605803,995.3822629,397.5078887,306.6398995,1599.40947,1059.412069,895.5387905,894.5694852,1093.838912,1471.717258,1426.286437,939.0109532,1054.925764,925.603651,1058.346377,891.486337
